1.275	 & 0.025 & 	0.484375	 & 0.015625	 & 0.673891	 & 0.0197419	 & 0.0452323 \\ 
1.575	 & 0.025 & 	0.734375	 & 0.015625	 & 1.16908	 & 0.0384025	 & 0.0811298 \\ 
1.575	 & 0.025 & 	0.765625	 & 0.015625	 & 1.31952	 & 0.0519883	 & 0.09157 \\ 
1.575	 & 0.025 & 	0.796875	 & 0.015625	 & 1.60995	 & 0.083535	 & 0.111725 \\ 
1.575	 & 0.025 & 	0.828125	 & 0.015625	 & 0.584247	 & 0.0697516	 & 0.0405447 \\ 
1.625	 & 0.025 & 	0.390625	 & 0.015625	 & 0.109502	 & 0.00779834	 & 0.00764229 \\ 
1.625	 & 0.025 & 	0.421875	 & 0.015625	 & 0.104817	 & 0.00697615	 & 0.00731534 \\ 
1.625	 & 0.025 & 	0.453125	 & 0.015625	 & 0.106813	 & 0.00634563	 & 0.00745462 \\ 
1.625	 & 0.025 & 	0.484375	 & 0.015625	 & 0.113424	 & 0.00631172	 & 0.00791606 \\ 
1.625	 & 0.025 & 	0.515625	 & 0.015625	 & 0.163899	 & 0.0072717	 & 0.0114388 \\ 
1.625	 & 0.025 & 	0.546875	 & 0.015625	 & 0.229425	 & 0.00867493	 & 0.0160119 \\ 
1.625	 & 0.025 & 	0.578125	 & 0.015625	 & 0.340674	 & 0.0108999	 & 0.0237762 \\ 
1.625	 & 0.025 & 	0.609375	 & 0.015625	 & 0.481053	 & 0.0140093	 & 0.0335734 \\ 
1.625	 & 0.025 & 	0.640625	 & 0.015625	 & 0.600858	 & 0.0171123	 & 0.0419348 \\ 
1.625	 & 0.025 & 	0.671875	 & 0.015625	 & 0.750771	 & 0.0209836	 & 0.0523975 \\ 
1.625	 & 0.025 & 	0.703125	 & 0.015625	 & 0.974735	 & 0.0275827	 & 0.0680282 \\ 
1.625	 & 0.025 & 	0.734375	 & 0.015625	 & 1.02727	 & 0.0324485	 & 0.0716946 \\ 
1.625	 & 0.025 & 	0.765625	 & 0.015625	 & 1.45477	 & 0.0540166	 & 0.101531 \\ 
1.625	 & 0.025 & 	0.796875	 & 0.015625	 & 1.62741	 & 0.0818542	 & 0.11358 \\ 
1.625	 & 0.025 & 	0.828125	 & 0.015625	 & 0.684939	 & 0.0780676	 & 0.047803 \\ 
1.675	 & 0.025 & 	0.390625	 & 0.015625	 & 0.109418	 & 0.00818562	 & 0.00768016 \\ 
1.675	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0920195	 & 0.00692552	 & 0.00645893 \\ 
1.675	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0949076	 & 0.00628981	 & 0.00666165 \\ 
1.675	 & 0.025 & 	0.484375	 & 0.015625	 & 0.116568	 & 0.00667331	 & 0.00818205 \\ 
1.675	 & 0.025 & 	0.515625	 & 0.015625	 & 0.154427	 & 0.00752912	 & 0.0108394 \\ 
1.675	 & 0.025 & 	0.546875	 & 0.015625	 & 0.222211	 & 0.00917828	 & 0.0155972 \\ 
1.675	 & 0.025 & 	0.578125	 & 0.015625	 & 0.290278	 & 0.0107291	 & 0.0203749 \\ 
1.675	 & 0.025 & 	0.609375	 & 0.015625	 & 0.408581	 & 0.0136565	 & 0.0286787 \\ 
1.675	 & 0.025 & 	0.640625	 & 0.015625	 & 0.533898	 & 0.0174088	 & 0.0374748 \\ 
1.675	 & 0.025 & 	0.671875	 & 0.015625	 & 0.637413	 & 0.0212089	 & 0.0447406 \\ 
1.675	 & 0.025 & 	0.703125	 & 0.015625	 & 0.784016	 & 0.026145	 & 0.0550308 \\ 
1.675	 & 0.025 & 	0.734375	 & 0.015625	 & 0.991016	 & 0.036504	 & 0.0695603 \\ 
1.675	 & 0.025 & 	0.765625	 & 0.015625	 & 1.31033	 & 0.056382	 & 0.0919731 \\ 
1.675	 & 0.025 & 	0.796875	 & 0.015625	 & 1.58657	 & 0.0838193	 & 0.111363 \\ 
1.675	 & 0.025 & 	0.828125	 & 0.015625	 & 0.563592	 & 0.0681977	 & 0.039559 \\ 
1.725	 & 0.025 & 	0.359375	 & 0.015625	 & 0.0911173	 & 0.00754032	 & 0.00643239 \\ 
1.725	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0827605	 & 0.00647625	 & 0.00584244 \\ 
1.725	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0686384	 & 0.00521649	 & 0.0048455 \\ 
1.725	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0766862	 & 0.00526298	 & 0.00541362 \\ 
1.725	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0809106	 & 0.00508409	 & 0.00571185 \\ 
1.725	 & 0.025 & 	0.515625	 & 0.015625	 & 0.116833	 & 0.00613825	 & 0.00824779 \\ 
1.725	 & 0.025 & 	0.546875	 & 0.015625	 & 0.174502	 & 0.00756564	 & 0.0123189 \\ 
1.725	 & 0.025 & 	0.578125	 & 0.015625	 & 0.238825	 & 0.00933903	 & 0.0168598 \\ 
1.725	 & 0.025 & 	0.609375	 & 0.015625	 & 0.312535	 & 0.0112123	 & 0.0220633 \\ 
1.725	 & 0.025 & 	0.640625	 & 0.015625	 & 0.418945	 & 0.0145189	 & 0.0295753 \\ 
1.725	 & 0.025 & 	0.671875	 & 0.015625	 & 0.558644	 & 0.019224	 & 0.0394372 \\ 
1.725	 & 0.025 & 	0.703125	 & 0.015625	 & 0.697212	 & 0.0243054	 & 0.0492194 \\ 
1.725	 & 0.025 & 	0.734375	 & 0.015625	 & 0.743224	 & 0.0294712	 & 0.0524676 \\ 
1.725	 & 0.025 & 	0.765625	 & 0.015625	 & 1.06904	 & 0.0471415	 & 0.0754681 \\ 
1.725	 & 0.025 & 	0.796875	 & 0.015625	 & 1.01814	 & 0.0618608	 & 0.071875 \\ 
1.775	 & 0.025 & 	0.359375	 & 0.015625	 & 0.110595	 & 0.00766392	 & 0.0078525 \\ 
1.775	 & 0.025 & 	0.390625	 & 0.015625	 & 0.0972666	 & 0.00631185	 & 0.00690616 \\ 
1.775	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0934616	 & 0.00569979	 & 0.00663599 \\ 
1.775	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0857116	 & 0.00500787	 & 0.00608572 \\ 
1.775	 & 0.025 & 	0.484375	 & 0.015625	 & 0.103743	 & 0.0054063	 & 0.007366 \\ 
1.775	 & 0.025 & 	0.515625	 & 0.015625	 & 0.141213	 & 0.00629534	 & 0.0100265 \\ 
1.775	 & 0.025 & 	0.546875	 & 0.015625	 & 0.194275	 & 0.00749606	 & 0.013794 \\ 
1.775	 & 0.025 & 	0.578125	 & 0.015625	 & 0.260302	 & 0.00907602	 & 0.018482 \\ 
1.775	 & 0.025 & 	0.609375	 & 0.015625	 & 0.371252	 & 0.0118429	 & 0.0263597 \\ 
1.775	 & 0.025 & 	0.640625	 & 0.015625	 & 0.474236	 & 0.0145542	 & 0.0336719 \\ 
1.775	 & 0.025 & 	0.671875	 & 0.015625	 & 0.591562	 & 0.01871	 & 0.0420023 \\ 
1.775	 & 0.025 & 	0.703125	 & 0.015625	 & 0.73823	 & 0.0233322	 & 0.0524161 \\ 
1.775	 & 0.025 & 	0.734375	 & 0.015625	 & 0.901153	 & 0.0307848	 & 0.063984 \\ 
1.775	 & 0.025 & 	0.765625	 & 0.015625	 & 1.129	 & 0.0451774	 & 0.0801614 \\ 
1.775	 & 0.025 & 	0.796875	 & 0.015625	 & 1.24979	 & 0.0670069	 & 0.088738 \\ 
1.775	 & 0.025 & 	0.828125	 & 0.015625	 & 0.524479	 & 0.0546755	 & 0.0372392 \\ 
1.825	 & 0.025 & 	0.359375	 & 0.015625	 & 0.106682	 & 0.00703092	 & 0.0076186 \\ 
1.825	 & 0.025 & 	0.390625	 & 0.015625	 & 0.107661	 & 0.00630371	 & 0.00768856 \\ 
1.825	 & 0.025 & 	0.421875	 & 0.015625	 & 0.101378	 & 0.00550163	 & 0.00723981 \\ 
1.825	 & 0.025 & 	0.453125	 & 0.015625	 & 0.105056	 & 0.00537303	 & 0.00750248 \\ 
1.825	 & 0.025 & 	0.484375	 & 0.015625	 & 0.120042	 & 0.00566403	 & 0.0085727 \\ 
1.825	 & 0.025 & 	0.515625	 & 0.015625	 & 0.143481	 & 0.00622244	 & 0.0102466 \\ 
1.825	 & 0.025 & 	0.546875	 & 0.015625	 & 0.200816	 & 0.00758899	 & 0.0143411 \\ 
1.825	 & 0.025 & 	0.578125	 & 0.015625	 & 0.262518	 & 0.00897413	 & 0.0187475 \\ 
1.825	 & 0.025 & 	0.609375	 & 0.015625	 & 0.343205	 & 0.0108981	 & 0.0245097 \\ 
1.825	 & 0.025 & 	0.640625	 & 0.015625	 & 0.481341	 & 0.0143437	 & 0.0343746 \\ 
1.825	 & 0.025 & 	0.671875	 & 0.015625	 & 0.580529	 & 0.0180903	 & 0.041458 \\ 
1.825	 & 0.025 & 	0.703125	 & 0.015625	 & 0.728317	 & 0.0231931	 & 0.0520122 \\ 
1.825	 & 0.025 & 	0.734375	 & 0.015625	 & 0.819402	 & 0.0277509	 & 0.0585169 \\ 
1.825	 & 0.025 & 	0.765625	 & 0.015625	 & 0.945719	 & 0.0388202	 & 0.0675378 \\ 
1.825	 & 0.025 & 	0.796875	 & 0.015625	 & 1.0822	 & 0.0562963	 & 0.0772846 \\ 
1.875	 & 0.025 & 	0.328125	 & 0.015625	 & 0.152072	 & 0.0107861	 & 0.0109234 \\ 
1.875	 & 0.025 & 	0.359375	 & 0.015625	 & 0.130716	 & 0.00862656	 & 0.00938934 \\ 
1.875	 & 0.025 & 	0.390625	 & 0.015625	 & 0.117816	 & 0.00711576	 & 0.00846274 \\ 
1.875	 & 0.025 & 	0.421875	 & 0.015625	 & 0.114587	 & 0.00655932	 & 0.00823077 \\ 
1.875	 & 0.025 & 	0.453125	 & 0.015625	 & 0.118385	 & 0.00634704	 & 0.00850359 \\ 
1.875	 & 0.025 & 	0.484375	 & 0.015625	 & 0.137126	 & 0.00684992	 & 0.0098498 \\ 
1.875	 & 0.025 & 	0.515625	 & 0.015625	 & 0.179764	 & 0.0081121	 & 0.0129125 \\ 
1.875	 & 0.025 & 	0.546875	 & 0.015625	 & 0.214767	 & 0.00899992	 & 0.0154268 \\ 
1.875	 & 0.025 & 	0.578125	 & 0.015625	 & 0.307456	 & 0.0115058	 & 0.0220846 \\ 
1.875	 & 0.025 & 	0.609375	 & 0.015625	 & 0.341945	 & 0.012382	 & 0.024562 \\ 
1.875	 & 0.025 & 	0.640625	 & 0.015625	 & 0.441071	 & 0.0156701	 & 0.0316822 \\ 
1.875	 & 0.025 & 	0.671875	 & 0.015625	 & 0.569587	 & 0.0207296	 & 0.0409135 \\ 
1.875	 & 0.025 & 	0.703125	 & 0.015625	 & 0.704498	 & 0.0268032	 & 0.0506042 \\ 
1.875	 & 0.025 & 	0.734375	 & 0.015625	 & 0.842516	 & 0.032774	 & 0.060518 \\ 
1.875	 & 0.025 & 	0.765625	 & 0.015625	 & 1.10636	 & 0.0506828	 & 0.0794698 \\ 
1.875	 & 0.025 & 	0.796875	 & 0.015625	 & 1.22832	 & 0.0747278	 & 0.0882303 \\ 
1.875	 & 0.025 & 	0.828125	 & 0.015625	 & 0.495999	 & 0.0611308	 & 0.0356277 \\ 
1.925	 & 0.025 & 	0.328125	 & 0.015625	 & 0.113821	 & 0.00743841	 & 0.0082236 \\ 
1.925	 & 0.025 & 	0.359375	 & 0.015625	 & 0.127943	 & 0.00741757	 & 0.00924388 \\ 
1.925	 & 0.025 & 	0.390625	 & 0.015625	 & 0.11006	 & 0.00596674	 & 0.00795187 \\ 
1.925	 & 0.025 & 	0.421875	 & 0.015625	 & 0.119054	 & 0.00576535	 & 0.00860162 \\ 
1.925	 & 0.025 & 	0.453125	 & 0.015625	 & 0.120618	 & 0.00569356	 & 0.00871464 \\ 
1.925	 & 0.025 & 	0.484375	 & 0.015625	 & 0.136164	 & 0.00599873	 & 0.00983787 \\ 
1.925	 & 0.025 & 	0.515625	 & 0.015625	 & 0.159563	 & 0.00675322	 & 0.0115284 \\ 
1.925	 & 0.025 & 	0.546875	 & 0.015625	 & 0.198285	 & 0.00784699	 & 0.0143261 \\ 
1.925	 & 0.025 & 	0.578125	 & 0.015625	 & 0.266572	 & 0.00957367	 & 0.0192598 \\ 
1.925	 & 0.025 & 	0.609375	 & 0.015625	 & 0.325514	 & 0.0110128	 & 0.0235184 \\ 
1.925	 & 0.025 & 	0.640625	 & 0.015625	 & 0.41828	 & 0.0139169	 & 0.0302208 \\ 
1.925	 & 0.025 & 	0.671875	 & 0.015625	 & 0.523044	 & 0.0184078	 & 0.03779 \\ 
1.925	 & 0.025 & 	0.703125	 & 0.015625	 & 0.649186	 & 0.0226351	 & 0.0469037 \\ 
1.925	 & 0.025 & 	0.734375	 & 0.015625	 & 0.743505	 & 0.0281303	 & 0.0537183 \\ 
1.925	 & 0.025 & 	0.765625	 & 0.015625	 & 0.885649	 & 0.0390141	 & 0.0639882 \\ 
1.925	 & 0.025 & 	0.796875	 & 0.015625	 & 1.08479	 & 0.0582134	 & 0.0783764 \\ 
1.925	 & 0.025 & 	0.828125	 & 0.015625	 & 0.403054	 & 0.0462935	 & 0.0291207 \\ 
1.975	 & 0.025 & 	0.328125	 & 0.015625	 & 0.173016	 & 0.0103243	 & 0.0125737 \\ 
1.975	 & 0.025 & 	0.359375	 & 0.015625	 & 0.154061	 & 0.00863208	 & 0.0111962 \\ 
1.975	 & 0.025 & 	0.390625	 & 0.015625	 & 0.160661	 & 0.00783781	 & 0.0116758 \\ 
1.975	 & 0.025 & 	0.421875	 & 0.015625	 & 0.147556	 & 0.00717193	 & 0.0107235 \\ 
1.975	 & 0.025 & 	0.453125	 & 0.015625	 & 0.179123	 & 0.00771826	 & 0.0130175 \\ 
1.975	 & 0.025 & 	0.484375	 & 0.015625	 & 0.183263	 & 0.00791206	 & 0.0133184 \\ 
1.975	 & 0.025 & 	0.515625	 & 0.015625	 & 0.194507	 & 0.00831993	 & 0.0141356 \\ 
1.975	 & 0.025 & 	0.546875	 & 0.015625	 & 0.232215	 & 0.00941036	 & 0.0168759 \\ 
1.975	 & 0.025 & 	0.578125	 & 0.015625	 & 0.323608	 & 0.0117223	 & 0.0235178 \\ 
1.975	 & 0.025 & 	0.609375	 & 0.015625	 & 0.39186	 & 0.0135775	 & 0.0284779 \\ 
1.975	 & 0.025 & 	0.640625	 & 0.015625	 & 0.46824	 & 0.0163224	 & 0.0340288 \\ 
1.975	 & 0.025 & 	0.671875	 & 0.015625	 & 0.600463	 & 0.0217773	 & 0.043638 \\ 
1.975	 & 0.025 & 	0.703125	 & 0.015625	 & 0.825329	 & 0.030245	 & 0.0599798 \\ 
1.975	 & 0.025 & 	0.734375	 & 0.015625	 & 0.95321	 & 0.0359786	 & 0.0692734 \\ 
1.975	 & 0.025 & 	0.765625	 & 0.015625	 & 1.04006	 & 0.0469293	 & 0.0755852 \\ 
1.975	 & 0.025 & 	0.796875	 & 0.015625	 & 1.05783	 & 0.0617011	 & 0.0768768 \\ 
1.975	 & 0.025 & 	0.828125	 & 0.015625	 & 0.550545	 & 0.0642326	 & 0.0400102 \\ 
2.025	 & 0.025 & 	0.328125	 & 0.015625	 & 0.126326	 & 0.00761698	 & 0.00923462 \\ 
2.025	 & 0.025 & 	0.359375	 & 0.015625	 & 0.141332	 & 0.00722758	 & 0.0103316 \\ 
2.025	 & 0.025 & 	0.390625	 & 0.015625	 & 0.123187	 & 0.00623476	 & 0.00900516 \\ 
2.025	 & 0.025 & 	0.421875	 & 0.015625	 & 0.138221	 & 0.00620239	 & 0.0101041 \\ 
2.025	 & 0.025 & 	0.453125	 & 0.015625	 & 0.134518	 & 0.00586612	 & 0.00983343 \\ 
2.025	 & 0.025 & 	0.484375	 & 0.015625	 & 0.150034	 & 0.00661894	 & 0.0109677 \\ 
2.025	 & 0.025 & 	0.515625	 & 0.015625	 & 0.156622	 & 0.00681856	 & 0.0114493 \\ 
2.025	 & 0.025 & 	0.546875	 & 0.015625	 & 0.172928	 & 0.00741737	 & 0.0126413 \\ 
2.025	 & 0.025 & 	0.578125	 & 0.015625	 & 0.22036	 & 0.00883255	 & 0.0161086 \\ 
2.025	 & 0.025 & 	0.609375	 & 0.015625	 & 0.328652	 & 0.0116858	 & 0.0240249 \\ 
2.025	 & 0.025 & 	0.640625	 & 0.015625	 & 0.384915	 & 0.0136651	 & 0.0281378 \\ 
2.025	 & 0.025 & 	0.671875	 & 0.015625	 & 0.453841	 & 0.0169576	 & 0.0331764 \\ 
2.025	 & 0.025 & 	0.703125	 & 0.015625	 & 0.593646	 & 0.0226591	 & 0.0433963 \\ 
2.025	 & 0.025 & 	0.734375	 & 0.015625	 & 0.666124	 & 0.0279365	 & 0.0486946 \\ 
2.025	 & 0.025 & 	0.765625	 & 0.015625	 & 0.874231	 & 0.0412007	 & 0.0639075 \\ 
2.025	 & 0.025 & 	0.796875	 & 0.015625	 & 0.9509	 & 0.0551152	 & 0.0695121 \\ 
2.025	 & 0.025 & 	0.828125	 & 0.015625	 & 0.285145	 & 0.0382341	 & 0.0208445 \\ 
2.075	 & 0.025 & 	0.296875	 & 0.015625	 & 0.12819	 & 0.00814005	 & 0.00942619 \\ 
2.075	 & 0.025 & 	0.328125	 & 0.015625	 & 0.128444	 & 0.00721227	 & 0.00944487 \\ 
